Shipment_ID,Origin_Country,Destination_Country,Shipment_Date,Estimated_Arrival_Date,Actual_Arrival_Date,Transport_Mode,Carrier_Name,Route_Code,Commodity_Type,Declared_Value_USD,Weight_kg,HS_Code,Document_Status,Compliance_Score,Prior_Offense_Count,Tariff_Category,Route_Risk_Index,Inspection_Type,Delay_Reason,Customs_Delay_Days,Risk_Flag
SHP005703,USA,Brazil,2019-11-21,2019-11-28,2019-11-29,Road,Carrier_20,R594,Food,21795.17,4219.26,8407.90,Error,0.55,0,Medium,1.0,Both,"Suspected undervaluation, needs reassessment",1,1
SHP005704,Australia,South Africa,2024-09-20,2024-10-16,2024-10-17,Air,Carrier_6,R909,Machinery,18407.83,1962.92,3849.12,Missing,0.47,5,Low,0.68,Document,Routine customs clearance without issue,1,1
SHP005705,Germany,UK,2022-06-23,2022-07-05,2022-07-09,Air,Carrier_33,R383,Automotive,11934.73,1969.97,2254.26,Error,0.91,5,High,0.74,Physical,Incorrect HS code classification,4,2
SHP005706,UAE,Australia,2024-09-21,2024-10-04,2024-10-04,Air,Carrier_5,R103,Textiles,8574.95,3058.16,5794.83,Complete,0.78,2,High,0.09,Document,Tariff dispute pending resolution,0,0
SHP005707,Brazil,USA,2023-12-15,2023-12-26,2023-12-26,Sea,Carrier_1,R698,Pharmaceuticals,23889.38,3896.5,1854.22,Error,0.49,4,Medium,0.12,Physical,Routine customs clearance without issue,0,0
SHP005708,UK,Australia,2021-03-18,2021-03-27,2021-03-28,Air,Carrier_18,R157,Electronics,14196.51,4763.76,2885.58,Complete,0.85,4,Low,0.02,Physical,Routine customs clearance without issue,1,1
SHP005709,UK,Australia,2019-05-22,2019-06-10,2019-06-10,Air,Carrier_11,R631,Electronics,32269.08,2323.5,8597.56,Error,0.98,5,High,0.22,Both,"Incomplete paperwork, requires manual review",0,0
SHP005710,UAE,South Africa,2020-09-07,2020-09-14,2020-09-14,Sea,Carrier_28,R529,Automotive,29804.96,3516.04,1915.94,Missing,0.9,3,Medium,0.41,Document,High-risk commodity flagged for inspection,0,0
SHP005711,Brazil,China,2019-07-25,2019-08-24,2019-08-24,Air,Carrier_28,R799,Textiles,22338.33,4483.35,2353.62,Complete,0.97,3,Low,0.72,Document,Tariff dispute pending resolution,0,0
SHP005712,Japan,Germany,2022-09-17,2022-09-30,2022-10-05,Air,Carrier_44,R195,Machinery,19343.24,4109.29,8008.22,Complete,0.42,4,Medium,0.1,Both,Incorrect HS code classification,5,2
SHP005713,India,Japan,2020-12-06,2020-12-31,2020-12-31,Sea,Carrier_33,R478,Food,47617.92,2208.5,3953.82,Complete,0.66,0,Low,0.68,Document,"Suspected undervaluation, needs reassessment",0,0
SHP005714,Brazil,USA,2020-10-04,2020-10-27,2020-10-31,Road,Carrier_27,R916,Food,38610.86,2404.02,8670.61,Error,0.53,0,Medium,0.77,Document,Routine customs clearance without issue,4,2
SHP005715,India,USA,2023-03-05,2023-03-24,2023-03-24,Sea,Carrier_48,R150,Electronics,31950.37,497.75,1333.83,Complete,0.98,0,Medium,0.63,Physical,Tariff dispute pending resolution,0,0
SHP005716,South Africa,UK,2023-07-04,2023-07-19,2023-07-19,Road,Carrier_43,R921,Textiles,49308.88,1727.52,2888.87,Missing,0.98,2,Medium,0.15,Physical,Incorrect HS code classification,0,0
SHP005717,China,Brazil,2021-12-22,2021-12-29,2021-12-29,Air,Carrier_35,R528,Automotive,26096.23,1671.13,2176.69,Missing,0.6,3,High,0.64,Both,"Suspected undervaluation, needs reassessment",0,0
SHP005718,Germany,South Africa,2020-08-31,2020-09-30,2020-10-01,Rail,Carrier_11,R452,Food,8991.8,3844.44,1465.60,Complete,0.75,2,High,0.91,Both,High-risk commodity flagged for inspection,1,1
SHP005719,India,Germany,2020-04-25,2020-05-22,2020-05-25,Road,Carrier_5,R778,Electronics,2325.97,3653.48,1496.87,Error,0.89,4,Low,0.05,Physical,Incorrect HS code classification,3,1
SHP005720,Australia,South Africa,2021-01-14,2021-02-11,2021-02-13,Road,Carrier_34,R542,Electronics,29369.51,4019.61,4571.97,Complete,0.74,0,Low,0.06,Physical,Random inspection selected,2,1
SHP005721,South Africa,China,2024-02-06,2024-02-25,2024-02-25,Sea,Carrier_4,R704,Electronics,41055.98,263.02,3721.17,Error,0.48,2,High,0.28,Document,Routine customs clearance without issue,0,0
SHP005722,Australia,Germany,2024-09-25,2024-10-15,2024-10-17,Road,Carrier_39,R485,Pharmaceuticals,32034.87,4882.98,9547.94,Missing,0.47,2,Low,0.14,Document,"Suspected undervaluation, needs reassessment",2,1
SHP005723,Brazil,UAE,2020-04-09,2020-05-03,2020-05-08,Rail,Carrier_25,R277,Pharmaceuticals,23894.32,1641.97,1774.11,Complete,0.74,3,Low,0.26,Document,High-risk commodity flagged for inspection,5,2
SHP005724,UAE,Japan,2024-05-13,2024-06-11,2024-06-11,Sea,Carrier_34,R171,Automotive,20656.84,1696.4,2044.98,Error,0.88,5,Low,0.92,Both,Routine customs clearance without issue,0,0
SHP005725,UAE,South Africa,2021-07-16,2021-07-27,2021-07-27,Rail,Carrier_34,R289,Textiles,25712.41,669.11,2045.47,Error,0.85,5,Medium,0.6,Document,Random inspection selected,0,0
SHP005726,Japan,UK,2024-01-10,2024-01-26,2024-02-01,Air,Carrier_5,R163,Electronics,45219.56,1043.03,3226.62,Missing,0.86,4,High,0.68,Both,Tariff dispute pending resolution,6,2
SHP005727,Brazil,USA,2024-04-27,2024-05-12,2024-05-16,Rail,Carrier_5,R379,Food,46294.3,4596.26,2028.32,Missing,0.83,2,Low,0.05,Both,"Incomplete paperwork, requires manual review",4,2
SHP005728,UK,Japan,2021-04-10,2021-05-10,2021-05-10,Rail,Carrier_37,R356,Automotive,43740.95,3306.0,8396.42,Complete,0.59,0,High,0.19,Both,Random inspection selected,0,0
SHP005729,South Africa,UK,2023-09-05,2023-09-26,2023-09-26,Road,Carrier_37,R935,Pharmaceuticals,2188.39,2016.49,8284.30,Missing,0.69,2,Medium,0.17,Physical,Routine customs clearance without issue,0,0
SHP005730,South Africa,Germany,2020-09-02,2020-09-15,2020-09-19,Sea,Carrier_9,R292,Electronics,3158.37,986.17,9543.84,Error,0.81,0,Low,0.08,Physical,"Suspected undervaluation, needs reassessment",4,2
SHP005731,Australia,Brazil,2021-03-07,2021-03-31,2021-03-31,Rail,Carrier_7,R864,Automotive,10588.77,1995.74,1593.23,Complete,0.46,1,High,0.17,Physical,Incorrect HS code classification,0,0
SHP005732,Brazil,India,2022-06-18,2022-07-14,2022-07-16,Air,Carrier_44,R806,Food,18098.67,1681.86,1919.17,Error,0.85,2,Low,0.07,Physical,Tariff dispute pending resolution,2,1
SHP005733,UAE,Brazil,2020-02-04,2020-02-27,2020-02-29,Air,Carrier_33,R307,Pharmaceuticals,38533.59,1581.39,5845.82,Missing,0.89,0,Low,0.18,Physical,Incorrect HS code classification,2,1
SHP005734,UK,South Africa,2019-05-07,2019-06-02,2019-06-04,Air,Carrier_19,R737,Electronics,7096.05,272.53,2200.63,Error,0.96,4,Low,0.31,Document,"Suspected undervaluation, needs reassessment",2,1
SHP005735,UAE,Australia,2024-01-30,2024-02-18,2024-02-19,Rail,Carrier_10,R722,Textiles,45470.73,4524.45,5471.59,Missing,0.95,4,Low,0.5,Physical,"Suspected undervaluation, needs reassessment",1,1
SHP005736,UAE,USA,2020-04-28,2020-05-27,2020-05-30,Rail,Carrier_36,R279,Electronics,43431.37,4756.29,3233.71,Error,0.59,0,High,0.42,Physical,Tariff dispute pending resolution,3,1
SHP005737,South Africa,Brazil,2023-05-31,2023-06-14,2023-06-14,Air,Carrier_35,R611,Pharmaceuticals,37936.66,415.77,5932.56,Error,0.71,3,Medium,0.12,Physical,"Suspected undervaluation, needs reassessment",0,0
SHP005738,Japan,Australia,2024-02-24,2024-03-06,2024-03-11,Sea,Carrier_6,R187,Pharmaceuticals,15372.85,1330.2,6993.46,Error,0.9,4,Low,0.19,Document,Incorrect HS code classification,5,2
SHP005739,UK,South Africa,2022-01-27,2022-02-11,2022-02-14,Rail,Carrier_19,R419,Pharmaceuticals,25445.27,1207.52,2964.36,Complete,0.54,4,Low,0.46,Both,Random inspection selected,3,1
SHP005740,UK,India,2021-04-11,2021-04-29,2021-05-02,Air,Carrier_15,R999,Pharmaceuticals,1431.64,2680.19,3380.89,Error,0.97,0,High,0.15,Document,Tariff dispute pending resolution,3,1
SHP005741,China,Australia,2022-04-14,2022-05-01,2022-05-04,Rail,Carrier_20,R134,Textiles,43165.58,4259.38,3183.46,Error,0.89,0,High,0.31,Physical,Incorrect HS code classification,3,1
SHP005742,UAE,South Africa,2020-02-24,2020-03-25,2020-03-27,Rail,Carrier_39,R122,Food,44640.22,4709.63,5162.81,Complete,0.7,2,High,0.35,Physical,Tariff dispute pending resolution,2,1
SHP005743,UAE,India,2019-10-24,2019-11-09,2019-11-09,Air,Carrier_32,R429,Machinery,11408.5,3111.32,1230.69,Error,0.74,5,Low,0.46,Document,"Incomplete paperwork, requires manual review",0,0
SHP005744,Germany,USA,2019-05-26,2019-06-09,2019-06-09,Sea,Carrier_26,R961,Pharmaceuticals,5696.42,3994.62,3667.31,Complete,0.5,3,Low,0.11,Both,Incorrect HS code classification,0,0
SHP005745,India,South Africa,2019-11-22,2019-12-22,2019-12-22,Sea,Carrier_6,R317,Electronics,3930.62,1810.06,8779.39,Missing,0.86,3,Low,0.62,Both,"Suspected undervaluation, needs reassessment",0,0
SHP005746,UK,South Africa,2020-03-25,2020-04-17,2020-04-23,Rail,Carrier_38,R541,Food,18776.52,999.43,8181.77,Complete,0.78,3,Low,0.89,Document,Tariff dispute pending resolution,6,2
SHP005747,UAE,India,2022-01-14,2022-01-21,2022-01-26,Rail,Carrier_35,R277,Textiles,26554.86,3603.96,6956.84,Missing,0.94,0,Low,0.77,Document,High-risk commodity flagged for inspection,5,2
SHP005748,USA,India,2020-07-19,2020-08-07,2020-08-10,Sea,Carrier_43,R843,Pharmaceuticals,45582.84,2184.14,2395.55,Complete,0.94,4,Medium,0.62,Both,"Incomplete paperwork, requires manual review",3,1
SHP005749,Australia,UK,2020-09-21,2020-10-10,2020-10-14,Air,Carrier_7,R914,Textiles,9535.9,3325.85,8780.36,Missing,0.89,4,High,0.29,Physical,Incorrect HS code classification,4,2
SHP005750,Brazil,USA,2023-11-02,2023-11-22,2023-11-25,Rail,Carrier_48,R194,Textiles,20857.07,2869.11,9195.45,Complete,0.71,2,Medium,0.04,Both,Random inspection selected,3,1
SHP005751,India,Germany,2019-03-12,2019-03-30,2019-03-30,Sea,Carrier_9,R854,Textiles,37368.9,2885.08,9394.70,Complete,0.86,3,Low,0.07,Physical,Random inspection selected,0,0
SHP005752,Brazil,Australia,2024-02-12,2024-03-03,2024-03-03,Sea,Carrier_45,R807,Automotive,24775.5,1652.69,9623.92,Error,0.91,5,Low,0.71,Document,Incorrect HS code classification,0,0
SHP005753,India,Germany,2023-01-04,2023-01-28,2023-01-30,Air,Carrier_14,R835,Food,41425.0,2560.44,2256.85,Missing,0.72,5,High,0.05,Both,High-risk commodity flagged for inspection,2,1
SHP005754,UK,Australia,2023-09-19,2023-10-02,2023-10-09,Air,Carrier_8,R423,Electronics,33757.62,1402.04,2321.27,Error,0.41,3,Low,0.07,Physical,Incorrect HS code classification,7,2
SHP005755,India,Germany,2024-11-30,2024-12-27,2024-12-28,Air,Carrier_31,R598,Automotive,43535.71,4800.4,7185.94,Missing,0.97,1,High,0.88,Both,Routine customs clearance without issue,1,1
SHP005756,South Africa,Germany,2024-07-03,2024-07-21,2024-07-24,Rail,Carrier_15,R920,Pharmaceuticals,44847.35,1480.59,7906.49,Complete,0.49,3,High,0.64,Document,Routine customs clearance without issue,3,1
SHP005757,UAE,South Africa,2021-05-17,2021-05-22,2021-05-22,Sea,Carrier_17,R236,Pharmaceuticals,34199.52,2836.16,6575.94,Complete,0.92,3,High,0.61,Both,"Suspected undervaluation, needs reassessment",0,0
SHP005758,Brazil,Germany,2022-03-03,2022-03-09,2022-03-10,Rail,Carrier_5,R816,Machinery,29123.36,2231.72,7653.28,Error,0.68,3,Medium,0.95,Document,Random inspection selected,1,1
SHP005759,UAE,Australia,2022-06-13,2022-07-04,2022-07-05,Rail,Carrier_2,R756,Automotive,33135.53,2193.4,7289.42,Complete,0.57,1,Low,0.29,Both,"Incomplete paperwork, requires manual review",1,1
SHP005760,UK,UAE,2023-05-31,2023-06-29,2023-06-29,Sea,Carrier_47,R257,Food,12449.15,1752.32,9126.28,Error,0.92,2,Medium,0.51,Physical,High-risk commodity flagged for inspection,0,0
SHP005761,Japan,UAE,2019-01-27,2019-02-20,2019-02-20,Sea,Carrier_5,R772,Automotive,6185.69,4524.98,9525.11,Missing,0.64,4,Low,0.98,Physical,Tariff dispute pending resolution,0,0
SHP005762,Japan,UK,2019-01-06,2019-01-17,2019-01-17,Rail,Carrier_14,R798,Pharmaceuticals,18029.4,4189.96,8044.31,Complete,0.55,3,Medium,0.08,Physical,Random inspection selected,0,0
SHP005763,Brazil,Germany,2020-09-22,2020-10-02,2020-10-04,Rail,Carrier_1,R262,Textiles,16267.11,2245.42,5490.59,Error,0.89,1,Medium,0.25,Physical,Tariff dispute pending resolution,2,1
SHP005764,South Africa,Germany,2024-01-26,2024-02-10,2024-02-10,Road,Carrier_46,R465,Food,16123.97,4234.41,8918.99,Complete,0.7,1,Low,0.83,Physical,Tariff dispute pending resolution,0,0
SHP005765,India,China,2022-09-06,2022-09-23,2022-09-23,Road,Carrier_3,R858,Electronics,9189.78,4585.91,7760.67,Missing,0.94,0,Medium,0.98,Both,Tariff dispute pending resolution,0,0
SHP005766,UAE,Japan,2020-06-21,2020-07-05,2020-07-05,Sea,Carrier_41,R649,Textiles,20719.91,4102.14,5476.22,Missing,0.65,5,High,0.45,Document,"Incomplete paperwork, requires manual review",0,0
SHP005767,UAE,Japan,2024-07-07,2024-07-25,2024-07-25,Road,Carrier_20,R691,Textiles,11795.24,1607.9,5057.83,Complete,0.87,0,Medium,0.37,Both,Routine customs clearance without issue,0,0
SHP005768,India,UAE,2022-06-26,2022-07-06,2022-07-09,Road,Carrier_46,R163,Automotive,18550.24,4994.14,4203.61,Missing,0.63,2,High,0.25,Document,"Incomplete paperwork, requires manual review",3,1
SHP005769,Australia,India,2023-10-12,2023-10-18,2023-10-23,Sea,Carrier_41,R281,Machinery,4410.78,3113.52,3260.29,Missing,0.42,5,Medium,0.53,Both,Tariff dispute pending resolution,5,2
SHP005770,UAE,USA,2023-09-17,2023-10-04,2023-10-07,Air,Carrier_20,R334,Automotive,13592.59,1567.88,2593.69,Error,0.68,5,Low,0.93,Document,Incorrect HS code classification,3,1
SHP005771,China,Australia,2023-05-14,2023-05-30,2023-06-01,Rail,Carrier_7,R405,Textiles,33338.58,85.18,3490.94,Complete,0.56,5,Low,0.91,Both,High-risk commodity flagged for inspection,2,1
SHP005772,UK,Australia,2024-03-16,2024-04-14,2024-04-16,Road,Carrier_31,R381,Electronics,32528.83,4909.15,3792.32,Error,0.49,4,Medium,0.3,Document,Tariff dispute pending resolution,2,1
SHP005773,China,Japan,2021-12-29,2022-01-12,2022-01-12,Rail,Carrier_5,R651,Textiles,13347.58,2245.16,5859.94,Complete,0.79,1,High,0.31,Physical,Random inspection selected,0,0
SHP005774,China,Australia,2019-08-03,2019-08-24,2019-08-24,Rail,Carrier_9,R830,Machinery,4905.3,3557.24,9530.39,Missing,0.68,5,High,0.56,Document,"Suspected undervaluation, needs reassessment",0,0
SHP005775,UAE,India,2022-02-27,2022-03-09,2022-03-13,Rail,Carrier_3,R700,Pharmaceuticals,28378.5,4620.22,2373.86,Complete,0.71,5,Low,0.29,Both,"Incomplete paperwork, requires manual review",4,2
SHP005776,USA,UK,2022-10-04,2022-10-16,2022-10-17,Road,Carrier_14,R743,Pharmaceuticals,18416.69,2634.54,5721.25,Complete,0.72,3,Medium,0.69,Document,"Suspected undervaluation, needs reassessment",1,1
SHP005777,USA,China,2023-10-10,2023-11-01,2023-11-05,Road,Carrier_26,R522,Electronics,39150.81,3399.13,1057.29,Error,0.69,4,Medium,0.99,Document,"Incomplete paperwork, requires manual review",4,2
SHP005778,India,USA,2020-05-02,2020-05-27,2020-05-27,Air,Carrier_2,R192,Automotive,20835.84,577.62,1552.29,Missing,0.89,0,Medium,0.21,Document,Routine customs clearance without issue,0,0
SHP005779,Brazil,USA,2024-03-14,2024-04-10,2024-04-10,Rail,Carrier_43,R193,Machinery,1826.99,841.0,5472.18,Complete,0.63,2,Medium,0.11,Physical,Routine customs clearance without issue,0,0
SHP005780,South Africa,Australia,2024-04-16,2024-05-04,2024-05-07,Road,Carrier_47,R542,Food,10686.28,3834.9,9370.12,Error,0.86,0,High,0.82,Both,Random inspection selected,3,1
SHP005781,Australia,Japan,2020-10-01,2020-10-18,2020-10-19,Sea,Carrier_22,R820,Electronics,43509.93,2653.39,9223.57,Missing,0.68,5,High,0.72,Document,Random inspection selected,1,1
SHP005782,India,Brazil,2024-06-14,2024-06-23,2024-06-28,Sea,Carrier_7,R230,Pharmaceuticals,11477.1,3958.01,4422.19,Missing,0.66,2,High,0.13,Both,Tariff dispute pending resolution,5,2
SHP005783,Germany,UAE,2023-09-30,2023-10-21,2023-10-21,Sea,Carrier_12,R722,Automotive,11719.78,4127.89,7022.44,Error,0.53,2,High,0.92,Both,"Suspected undervaluation, needs reassessment",0,0
SHP005784,Australia,UAE,2022-09-10,2022-10-10,2022-10-10,Air,Carrier_27,R454,Textiles,33700.17,4490.78,1623.17,Missing,0.73,3,Low,0.69,Both,"Suspected undervaluation, needs reassessment",0,0
SHP005785,Brazil,Japan,2021-02-28,2021-03-30,2021-04-04,Air,Carrier_40,R756,Electronics,41957.18,2969.48,9866.21,Error,0.78,0,Medium,0.92,Physical,"Suspected undervaluation, needs reassessment",5,2
SHP005786,Australia,UK,2020-12-30,2021-01-23,2021-01-26,Air,Carrier_37,R841,Automotive,46563.46,3338.04,8104.21,Complete,0.4,3,Low,0.1,Document,Routine customs clearance without issue,3,1
SHP005787,India,China,2019-01-30,2019-02-10,2019-02-10,Rail,Carrier_17,R742,Machinery,30411.5,2904.33,3430.25,Complete,0.57,0,High,0.21,Document,Incorrect HS code classification,0,0
SHP005788,South Africa,UK,2019-05-30,2019-06-05,2019-06-05,Rail,Carrier_30,R964,Machinery,38462.07,4680.51,6372.67,Complete,0.43,2,Medium,0.13,Document,Tariff dispute pending resolution,0,0
SHP005789,USA,Brazil,2022-03-09,2022-03-29,2022-04-03,Rail,Carrier_20,R518,Machinery,39768.24,3612.43,2031.46,Missing,0.93,3,High,0.22,Document,Incorrect HS code classification,5,2
SHP005790,China,UK,2020-05-06,2020-05-30,2020-06-02,Sea,Carrier_38,R420,Food,6257.26,3096.05,2001.55,Missing,0.89,0,Low,0.58,Physical,Tariff dispute pending resolution,3,1
SHP005791,UK,USA,2022-10-25,2022-11-22,2022-11-22,Sea,Carrier_4,R338,Electronics,6279.37,3934.95,6967.41,Complete,0.52,4,Medium,0.03,Physical,High-risk commodity flagged for inspection,0,0
SHP005792,Germany,China,2020-10-26,2020-11-08,2020-11-10,Rail,Carrier_31,R591,Textiles,45627.27,4459.49,7880.80,Error,0.53,4,Medium,0.78,Both,"Incomplete paperwork, requires manual review",2,1
SHP005793,UK,Brazil,2020-01-03,2020-01-09,2020-01-14,Sea,Carrier_40,R776,Electronics,1509.56,1664.73,1125.70,Error,0.53,1,High,1.0,Both,"Suspected undervaluation, needs reassessment",5,2
SHP005794,UK,South Africa,2020-12-01,2020-12-11,2020-12-14,Road,Carrier_50,R639,Automotive,33878.13,2058.07,6755.24,Missing,0.45,5,Medium,0.6,Physical,High-risk commodity flagged for inspection,3,1
SHP005795,Brazil,Germany,2022-03-05,2022-04-04,2022-04-09,Sea,Carrier_29,R926,Electronics,15140.27,4908.07,1819.16,Complete,0.66,5,High,0.3,Document,Routine customs clearance without issue,5,2
SHP005796,UAE,China,2022-10-02,2022-10-24,2022-10-27,Air,Carrier_42,R324,Machinery,18074.02,2621.95,6047.85,Missing,0.96,1,High,0.74,Document,Random inspection selected,3,1
SHP005797,UAE,Japan,2019-08-30,2019-09-17,2019-09-17,Air,Carrier_26,R671,Automotive,8318.31,2535.87,4418.82,Error,0.84,5,Low,0.75,Both,Tariff dispute pending resolution,0,0
SHP005798,Germany,UAE,2021-08-10,2021-08-23,2021-08-25,Sea,Carrier_5,R926,Automotive,12069.8,545.49,3243.55,Missing,0.63,2,Low,0.92,Both,Tariff dispute pending resolution,2,1
SHP005799,Japan,China,2023-11-03,2023-11-17,2023-11-17,Air,Carrier_46,R332,Electronics,16858.25,703.83,6656.47,Complete,0.68,5,Medium,0.79,Both,Tariff dispute pending resolution,0,0
SHP005800,Japan,India,2022-02-04,2022-02-25,2022-02-28,Air,Carrier_25,R975,Food,48459.38,2532.9,3890.68,Complete,0.5,2,Medium,0.68,Physical,Incorrect HS code classification,3,1
SHP005801,Germany,China,2019-09-13,2019-10-06,2019-10-07,Air,Carrier_44,R258,Automotive,42656.82,4155.15,2189.21,Missing,0.68,3,Low,0.56,Document,Random inspection selected,1,1
SHP005802,Germany,UAE,2024-07-02,2024-07-14,2024-07-16,Sea,Carrier_46,R595,Automotive,35957.0,3399.9,3568.18,Complete,0.41,2,Low,0.12,Physical,Routine customs clearance without issue,2,1
SHP005803,Australia,USA,2023-11-11,2023-12-09,2023-12-12,Air,Carrier_27,R107,Food,22564.09,2750.24,9114.15,Missing,0.86,1,High,0.34,Both,Random inspection selected,3,1
SHP005804,Japan,India,2021-08-10,2021-08-17,2021-08-17,Sea,Carrier_16,R745,Food,37695.62,2239.38,9823.64,Error,0.63,4,Medium,0.33,Physical,Random inspection selected,0,0
SHP005805,Australia,Brazil,2020-02-16,2020-02-25,2020-02-25,Air,Carrier_1,R787,Textiles,4740.57,1575.56,6828.58,Missing,0.77,2,Medium,0.62,Physical,Tariff dispute pending resolution,0,0
SHP005806,UAE,China,2023-06-08,2023-06-21,2023-06-24,Air,Carrier_9,R475,Textiles,14516.66,2256.09,4414.75,Missing,0.53,0,Medium,0.05,Physical,High-risk commodity flagged for inspection,3,1
SHP005807,India,Germany,2019-09-18,2019-10-17,2019-10-17,Sea,Carrier_20,R371,Pharmaceuticals,27601.24,4735.21,4143.79,Complete,0.49,2,Medium,0.0,Document,"Incomplete paperwork, requires manual review",0,0
SHP005808,Germany,USA,2024-05-07,2024-06-03,2024-06-05,Road,Carrier_7,R450,Automotive,4767.03,2340.41,8096.42,Complete,0.82,1,Medium,0.58,Document,Incorrect HS code classification,2,1
SHP005809,USA,Germany,2024-08-07,2024-08-14,2024-08-14,Air,Carrier_41,R109,Textiles,16188.73,1912.62,5958.45,Complete,0.77,5,Low,0.17,Document,"Suspected undervaluation, needs reassessment",0,0
SHP005810,South Africa,UK,2020-11-01,2020-11-25,2020-11-26,Rail,Carrier_33,R956,Pharmaceuticals,38796.74,2897.5,3148.91,Error,0.56,2,Medium,0.5,Physical,Incorrect HS code classification,1,1
SHP005811,India,Germany,2020-05-26,2020-06-20,2020-06-21,Rail,Carrier_28,R926,Electronics,32283.55,1100.53,5415.99,Complete,0.96,5,Low,0.64,Both,Incorrect HS code classification,1,1
SHP005812,South Africa,Germany,2023-09-29,2023-10-21,2023-10-21,Rail,Carrier_3,R167,Textiles,43994.17,1680.12,3373.19,Missing,0.9,5,Low,0.38,Both,Routine customs clearance without issue,0,0
SHP005813,Brazil,South Africa,2022-03-05,2022-03-18,2022-03-21,Sea,Carrier_4,R161,Automotive,5518.71,4717.3,5154.97,Complete,0.68,5,Low,0.99,Both,High-risk commodity flagged for inspection,3,1
SHP005814,USA,Germany,2023-09-06,2023-09-20,2023-09-21,Air,Carrier_15,R259,Textiles,27440.14,3799.57,3707.48,Error,0.4,2,High,0.5,Both,"Suspected undervaluation, needs reassessment",1,1
SHP005815,Japan,China,2021-06-27,2021-07-18,2021-07-22,Air,Carrier_20,R592,Textiles,8744.38,2123.91,5587.89,Error,0.65,2,Low,0.1,Both,High-risk commodity flagged for inspection,4,2
SHP005816,USA,UK,2021-03-27,2021-04-24,2021-04-28,Rail,Carrier_31,R761,Automotive,22709.23,4045.11,3959.30,Error,0.58,3,Medium,0.43,Physical,Tariff dispute pending resolution,4,2
SHP005817,Brazil,Australia,2021-11-12,2021-11-24,2021-11-30,Road,Carrier_8,R393,Automotive,38283.24,3593.89,5694.96,Missing,0.84,1,Medium,0.06,Physical,Random inspection selected,6,2
SHP005818,Japan,Germany,2024-08-23,2024-09-08,2024-09-11,Road,Carrier_23,R654,Food,27172.69,3925.7,6540.83,Error,0.46,0,High,0.01,Both,Incorrect HS code classification,3,1
SHP005819,Australia,China,2021-06-19,2021-07-02,2021-07-05,Rail,Carrier_30,R800,Automotive,21198.11,4704.96,5481.88,Error,0.86,2,High,0.97,Document,High-risk commodity flagged for inspection,3,1
SHP005820,Australia,India,2020-05-21,2020-06-19,2020-06-23,Sea,Carrier_15,R997,Electronics,46536.45,2432.4,9731.36,Complete,0.85,5,Low,0.67,Physical,"Incomplete paperwork, requires manual review",4,2
SHP005821,UK,India,2024-01-28,2024-02-15,2024-02-18,Air,Carrier_23,R193,Food,8508.37,1206.99,8464.36,Error,0.56,0,High,0.82,Physical,High-risk commodity flagged for inspection,3,1
SHP005822,Australia,South Africa,2021-10-14,2021-10-25,2021-10-28,Sea,Carrier_10,R547,Automotive,40726.34,2501.91,3314.93,Error,0.75,0,Low,0.83,Physical,Tariff dispute pending resolution,3,1
SHP005823,Brazil,Australia,2024-05-16,2024-05-23,2024-05-24,Sea,Carrier_23,R361,Food,24647.23,4572.9,5779.14,Missing,0.87,1,High,0.37,Physical,"Incomplete paperwork, requires manual review",1,1
SHP005824,South Africa,UK,2023-08-03,2023-08-21,2023-08-22,Road,Carrier_34,R771,Electronics,4173.8,3202.75,6153.36,Error,0.9,1,Medium,0.66,Physical,High-risk commodity flagged for inspection,1,1
SHP005825,Germany,Brazil,2021-05-13,2021-05-30,2021-05-30,Road,Carrier_50,R539,Food,45627.94,1415.99,6726.44,Error,0.53,5,Medium,0.82,Document,Random inspection selected,0,0
SHP005826,Australia,USA,2019-03-03,2019-03-19,2019-03-20,Road,Carrier_34,R670,Food,49079.78,3317.79,6934.16,Missing,0.77,1,Low,0.32,Document,Tariff dispute pending resolution,1,1
SHP005827,Australia,India,2023-08-02,2023-08-12,2023-08-12,Sea,Carrier_31,R588,Pharmaceuticals,44307.95,981.32,7803.87,Complete,0.71,2,Low,0.51,Physical,High-risk commodity flagged for inspection,0,0
SHP005828,China,UAE,2023-09-08,2023-09-17,2023-09-19,Rail,Carrier_9,R448,Electronics,30593.34,1670.8,8977.11,Complete,0.92,1,Low,0.44,Physical,Routine customs clearance without issue,2,1
SHP005829,South Africa,Brazil,2019-07-07,2019-07-27,2019-07-31,Road,Carrier_34,R624,Pharmaceuticals,6740.65,3132.06,3135.28,Missing,0.73,1,High,0.9,Document,Incorrect HS code classification,4,2
SHP005830,Japan,Germany,2019-09-17,2019-10-07,2019-10-13,Road,Carrier_33,R582,Food,44162.96,797.23,8920.36,Missing,0.45,0,Medium,0.29,Physical,Incorrect HS code classification,6,2
SHP005831,UK,South Africa,2023-07-14,2023-08-02,2023-08-07,Rail,Carrier_1,R792,Pharmaceuticals,32682.34,1130.52,8877.90,Complete,0.54,3,High,0.43,Document,Tariff dispute pending resolution,5,2
SHP005832,USA,Australia,2019-06-10,2019-06-21,2019-06-27,Rail,Carrier_29,R225,Machinery,5697.03,419.34,5110.97,Missing,0.45,5,Medium,0.57,Physical,"Incomplete paperwork, requires manual review",6,2
